TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-01-02,2024-01-02,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1638.55,1638.55,1593.00,1596.15,1596.15,1637.65,,1596.90,,,12499,20100787.00,1688,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,2864.85,2864.85,2710.05,2784.70,2784.70,2838.70,,2783.60,,,6192,17195857.00,827,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,186.20,186.20,179.75,182.20,182.20,185.05,,182.15,,,1825187,332005616.00,22241,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,103.85,116.00,103.45,114.20,114.20,103.60,,114.20,,,1223543,135543517.00,11403,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500058,INE819C01011,BIHSPONG,XT,,,,,BIHAR SPONGE IRON LTD.,10.79,10.79,10.40,10.57,10.67,10.58,,10.57,,,38974,414120.00,200,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500059,INE071A01013,BINANIIND,T,,,,,BINANI INDUSTRIES LTD.,16.09,16.50,15.60,16.00,16.00,16.09,,16.00,,,18566,293361.00,40,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,289.95,289.95,276.15,282.90,282.90,286.15,,283.00,,,14387,4047828.00,1132,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,963.95,963.95,936.70,950.80,950.25,948.60,,951.10,,,2137,2022437.00,263,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,16000.05,16337.85,15711.35,15978.55,16000.00,16000.00,,15978.55,,,158,2521657.00,45,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,403.30,403.30,373.40,390.00,390.00,393.45,,390.00,,,1162,443380.00,52,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500074,INE110A01019,BPL,T,,,,,BPL LTD.,86.10,86.10,83.00,85.25,85.00,86.08,,85.76,,,14377,1221913.00,136,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,425.60,425.60,392.40,405.80,404.00,407.15,,405.20,,,5239,2102977.00,506,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,19.48,19.94,19.25,19.53,19.52,19.25,,19.55,,,107078,2101623.00,771,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,137.25,137.50,131.50,134.55,134.55,136.85,,134.60,,,957578,128324216.00,8392,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,383.85,386.20,373.75,380.00,380.00,380.55,,380.10,,,227637,86426959.00,7404,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,324.10,324.75,315.65,321.85,321.85,321.75,,322.15,,,157042,50278407.00,3394,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1255.00,1285.00,1252.05,1281.55,1281.55,1251.05,,1281.55,,,121071,154162518.00,6157,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,497.30,510.00,494.95,504.00,509.70,500.00,,506.90,,,444,222690.00,43,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,4295.00,4295.00,4213.00,4221.35,4230.00,4267.45,,4220.15,,,835,3530565.00,251,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,450.15,454.45,445.00,452.20,452.20,449.35,,452.05,,,61069,27462638.00,2909,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,558.15,562.00,551.25,556.65,556.65,557.65,,556.85,,,79605,44238845.00,4604,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,420.45,420.45,405.30,406.75,406.75,414.90,,407.60,,,15384,6314070.00,812,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,250.40,254.70,245.50,250.25,250.25,252.15,,250.35,,,30452,7606025.00,1157,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,203.35,204.95,197.60,202.05,202.05,198.35,,202.00,,,6281551,1268918076.00,38967,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,401.95,410.80,393.10,408.60,408.60,399.80,,408.70,,,527933,212717934.00,7309,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,29.00,29.35,28.29,28.77,28.77,29.00,,28.75,,,4979179,143225873.00,7093,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500108,INE153A01019,MTNL,A,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,33.26,33.96,32.46,33.20,33.24,33.23,,33.20,,,1479307,48908841.00,2919,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,132.70,133.25,128.15,129.45,129.45,132.70,,129.55,,,179863,23366677.00,1703,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,705.05,711.35,693.00,708.55,709.50,702.85,,708.20,,,63338,44487585.00,2009,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500111,INE013A01015,RELCAPITAL,T,,,,,RELIANCE CAPITAL LTD.,12.49,12.49,12.49,12.49,12.49,11.90,,12.60,,,80333,1003359.00,174,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,641.80,647.85,633.80,639.05,639.05,641.95,,639.45,,,860673,551132872.00,18128,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,124.80,124.80,120.25,123.10,123.10,124.65,,123.00,,,2799256,343881498.00,13048,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,3690.00,3707.50,3642.20,3696.80,3698.45,3675.05,,3698.25,,,7601,27923763.00,1042,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,67.87,68.34,66.55,67.36,67.36,67.53,,67.30,,,575890,38836553.00,1736,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500117,INE500A01029,DCW,A,,,,,DCW LTD.,57.51,59.75,56.16,57.72,57.72,56.91,,57.75,,,1230579,71374126.00,5472,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,A,,,,,DHAMPUR SUGAR MILLS LTD.,269.25,269.25,260.95,265.60,265.60,266.50,,265.70,,,90000,23812565.00,2420,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,550.00,550.00,530.60,537.70,536.90,544.95,,539.40,,,3690,1986133.00,622,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,8541.05,8665.65,8375.00,8405.20,8405.20,8532.45,,8405.20,,,741,6293349.00,179,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500124,INE089A01023,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,5818.95,5950.00,5818.95,5924.85,5927.70,5819.05,,5926.80,,,12551,74237314.00,2634,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,564.40,564.40,553.75,559.50,560.05,560.25,,559.90,,,10803,6033036.00,473,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,4983.25,4983.25,4927.00,4953.70,4956.10,4965.20,,4952.80,,,149,736839.00,64,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,111.15,112.20,107.30,110.35,110.35,112.05,,110.35,,,195655,21546510.00,2122,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,5847.80,5857.80,5753.65,5842.15,5855.95,5836.55,,5835.70,,,234,1359807.00,97,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,200.35,200.95,196.10,198.00,198.10,200.55,,198.10,,,56256,11162563.00,1421,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,96.84,96.90,93.57,95.79,95.79,95.37,,95.89,,,52820,5021350.00,709,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500142,INE512A01016,FGP,X,,,,,FGP LTD.,8.04,8.08,7.52,7.86,7.65,7.88,,7.86,,,12393,98957.00,67,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500143,INE160F01013,PHCAP,X,,,,,PH CAPITAL LTD.,107.60,109.50,103.00,109.35,109.35,107.60,,109.35,,,765,81159.00,21,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,1057.90,1057.90,1039.00,1041.30,1041.30,1052.50,,1041.30,,,12607,13163869.00,1198,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,3005.00,3093.30,2990.00,3005.30,3005.00,3086.25,,3005.30,,,5556,16748728.00,396,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500148,INE516A01017,UFLEX,A,,,,,UFLEX LTD.,485.60,488.10,478.20,486.70,486.45,484.80,,486.45,,,7913,3828529.00,353,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,3861.45,3940.00,3751.35,3791.75,3791.75,3785.70,,3771.05,,,362,1367676.00,131,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500151,INE973A01010,GOLDENTOBC,Z,,,,,GOLDEN TOBACCO LTD.,51.49,51.50,48.69,50.76,50.76,50.50,,50.58,,,2244,113146.00,32,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500153,INE388A01029,GANESHBE,B,,,,,GANESH BENZOPLAST LTD.,160.85,163.40,157.00,158.25,157.55,161.60,,158.00,,,29421,4691759.00,645,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500159,INE085D01033,METROGLOBL,X,,,,,METROGLOBAL LIMITED,120.00,135.90,115.55,130.45,130.45,116.60,,130.45,,,71597,8989943.00,770,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500160,INE043A01012,GTL,B,,,,,GTL LTD.,11.24,12.81,10.75,12.81,12.81,10.68,,12.77,,,6331247,77765408.00,6356,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,2092.15,2199.00,2073.60,2155.45,2155.45,2087.55,,2153.45,,,9239,19949861.00,1052,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,780.00,824.00,768.45,802.60,802.60,779.20,,802.70,,,94102,75642609.00,6292,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500165,INE531A01024,KANSAINER,A,,,,,KANSAI NEROLAC PAINTS LTD.,333.20,339.00,330.70,337.20,337.20,332.45,,337.10,,,21274,7128301.00,688,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500166,INE300A01016,GOODRICKE,X,,,,,GOODRICKE GROUP LTD.,199.00,199.00,193.05,196.60,197.00,197.00,,196.60,,,8536,1673551.00,107,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500168,INE533A01012,GOODYEAR,B,,,,,GOODYEAR INDIA LTD.,1342.95,1343.95,1315.00,1333.25,1332.90,1323.90,,1333.25,,,12215,16292195.00,930,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500170,INE537A01013,GTNINDS,X,,,,,GTN INDUSTRIES LTD.,51.79,54.98,47.11,52.06,52.06,49.87,,52.06,,,342007,17730728.00,1213,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500171,INE539A01019,GHCL,A,,,,,GHCL LTD.,616.25,616.25,598.05,611.85,611.85,606.65,,610.65,,,50324,30608881.00,2098,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500173,INE538A01037,GFLLIMITED,B,,,,,GFL LIMITED,99.31,99.35,96.40,97.31,97.31,97.93,,97.56,,,7442,726793.00,159,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500174,INE540A01017,GLFL,B,,,,,GUJARAT LEASE FINANCING LTD.,5.05,5.05,4.74,4.74,4.74,4.98,,4.74,,,9049,43731.00,26,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500179,INE236A01020,HCL-INSYS,B,,,,,HCL INFOSYSTEMS LTD.,21.34,21.34,20.00,20.79,20.88,20.93,,20.75,,,244246,5043132.00,752,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500180,INE040A01034,HDFCBANK,A,,,,,HDFC BANK LTD.,1700.55,1702.75,1688.65,1699.25,1699.25,1700.65,,1699.10,,,1377378,2338852093.00,17750,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500182,INE158A01026,HEROMOTOCO,A,,,,,HERO MOTOCORP LTD.,4119.90,4119.90,4025.15,4088.80,4095.65,4115.65,,4088.20,,,16067,65567970.00,1525,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500183,INE548A01028,HFCL,A,,,,,HFCL LIMITED,85.14,86.25,82.57,85.14,85.14,84.61,,85.20,,,2437850,206320577.00,11172,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500184,INE019C01026,HSCL,A,,,,,Himadri Speciality Chemical Lt,333.00,338.90,326.60,334.80,334.80,332.30,,334.80,,,325432,108095474.00,7405,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500185,INE549A01026,HCC,A,,,,,HINDUSTAN CONSTRUCTION CO.LTD.,28.96,29.70,28.55,28.78,28.78,28.99,,28.80,,,4624887,134033164.00,5008,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500186,INE345A01011,HINDOILEXP,A,,,,,HINDUSTAN OIL EXPLORATION CO.L,184.60,184.70,178.00,178.60,178.60,181.65,,178.65,,,62526,11282059.00,851,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500187,INE415A01038,AGI,A,,,,,AGI GREENPAC LIMITED,834.85,866.45,828.00,836.75,839.05,827.80,,836.50,,,39694,33506452.00,2424,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500188,INE267A01025,HINDZINC,A,,,,,HINDUSTAN ZINC LTD.,320.25,320.25,312.55,317.25,317.25,318.40,,317.30,,,92201,29133877.00,2901,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500189,INE353A01023,NDLVENTURE,B,,,,,NDL Ventures Limited,145.55,146.00,141.95,142.15,142.15,142.55,,142.55,,,427,60966.00,30,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500191,INE262A01018,HMT,Z,,,,,HMT LTD.,53.00,53.50,52.07,52.76,53.00,52.07,,53.03,,,4612,242868.00,39,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500192,INE962B01011,PRAGBOS,X,,,,,PRAG BOSIMI SYNTHETICS LTD.,2.94,3.01,2.84,2.90,2.92,2.87,,2.90,,,20687,59939.00,80,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500193,INE102A01024,HLVLTD,B,,,,,HLV LIMITED,28.95,29.57,27.88,28.77,28.95,28.74,,28.80,,,247161,7116280.00,1881,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500199,INE204A01010,IGPL,B,,,,,I G PETROCHEMICALS LTD.,500.00,500.00,480.65,493.10,492.00,488.50,,493.85,,,3357,1642932.00,244,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500201,INE560A01015,INDIAGLYCO,A,,,,,INDIA GLYCOLS LTD.,835.00,852.00,830.00,846.15,842.00,829.80,,846.20,,,78908,66466691.00,3322,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500202,INE333C01013,INDLEASE,XT,,,,,INDIA LEASE DEVELOPMENT LTD.,11.70,11.70,11.12,11.50,11.50,11.70,,11.50,,,1903,21931.00,13,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500206,INE680B01019,MARGOFIN,XT,,,,,MARGO FINANCE LIMITED,40.05,40.05,40.05,40.05,40.05,40.86,,40.05,,,1026,41091.00,9,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500207,INE156A01020,INDORAMA,B,,,,,INDO RAMA SYNTHETICS (INDIA) L,52.99,54.00,52.40,53.03,53.21,52.62,,53.15,,,20466,1088526.00,152,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500209,INE009A01021,INFY,A,,,,,INFOSYS LTD.,1547.35,1548.50,1523.00,1534.95,1534.95,1551.25,,1534.45,,,309575,474630946.00,8309,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500210,INE177A01018,INGERRAND,A,,,,,INGERSOLL-RAND (INDIA) LTD.,3100.00,3108.20,3091.00,3100.40,3107.20,3094.25,,3101.20,,,312,967482.00,103,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500213,INE262B01016,ITHL,X,,,,,INTERNATIONAL TRAVEL HOUSE LTD,480.00,514.95,477.30,508.65,508.65,477.30,,508.65,,,40534,19941814.00,748,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500214,INE570A01022,IONEXCHANG,A,,,,,ION EXCHANGE (INDIA) LTD.,564.85,564.90,545.10,552.95,552.95,562.55,,552.90,,,38769,21554526.00,2163,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500215,INE209A01019,ATFL,B,,,,,AGRO TECH FOODS LTD.,862.00,862.00,851.00,856.80,858.00,865.40,,853.00,,,143,122423.00,54,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500219,INE175A01038,JISLJALEQS,A,,,,,JAIN IRRIGATION SYSTEMS LTD.,63.47,63.67,61.51,62.34,62.34,63.08,,62.44,,,203173,12710490.00,1424,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500223,INE945A01026,JCTLTD,X,,,,,JCT LTD.,2.88,3.12,2.80,3.12,3.12,2.84,,3.12,,,8479447,25801997.00,2832,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500227,INE197D01010,JINDALPOLY,A,,,,,JINDAL POLY FILMS LTD.,665.85,669.15,647.30,649.20,655.00,656.30,,649.95,,,2218,1457374.00,268,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500228,INE019A01038,JSWSTEEL,A,,,,,JSW STEEL LTD.,884.85,884.85,859.80,870.10,870.10,877.35,,870.20,,,45341,39455402.00,1460,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500231,INE864B01027,UMANGDAIR,B,,,,,UMANG DAIRIES LTD.,78.48,83.47,75.50,81.99,81.99,76.94,,81.87,,,61606,5033904.00,1228,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500233,INE217B01036,KAJARIACER,A,,,,,KAJARIA CERAMICS LTD.,1314.40,1317.60,1283.45,1299.80,1299.80,1308.65,,1297.45,,,11573,14963889.00,1867,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500234,INE437B01014,KAKATCEM,B,,,,,KAKATIYA CEMENT SUGAR & INDUST,252.25,262.10,250.35,255.95,255.65,248.50,,255.80,,,4774,1209949.00,384,F1,1,,,,,
2024-01-02,2024-01-02,CM,BSE,STK,500235,INE907A01026,KSL,B,,,,,KALYANI STEELS LTD.,549.90,555.00,533.00,535.85,535.85,550.40,,535.70,,,22902,12389912.00,1128,F1,1,,,,,
